-5	2.53227
-4.99	2.5156
-4.98	2.49899
-4.97	2.48246
-4.96	2.46599
-4.95	2.44959
-4.94	2.43326
-4.93	2.41699
-4.92	2.40079
-4.91	2.38466
-4.9	2.3686
-4.89	2.35261
-4.88	2.33668
-4.87	2.32082
-4.86	2.30503
-4.85	2.2893
-4.84	2.27365
-4.83	2.25806
-4.82	2.24254
-4.81	2.22708
-4.8	2.2117
-4.79	2.19638
-4.78	2.18113
-4.77	2.16595
-4.76	2.15083
-4.75	2.13578
-4.74	2.1208
-4.73	2.10589
-4.72	2.09105
-4.71	2.07627
-4.7	2.06156
-4.69	2.04692
-4.68	2.03235
-4.67	2.01784
-4.66	2.0034
-4.65	1.98903
-4.64	1.97473
-4.63	1.96049
-4.62	1.94632
-4.61	1.93222
-4.6	1.91819
-4.59	1.90423
-4.58	1.89033
-4.57	1.8765
-4.56	1.86274
-4.55	1.84904
-4.54	1.83542
-4.53	1.82186
-4.52	1.80837
-4.51	1.79494
-4.5	1.78159
-4.49	1.7683
-4.48	1.75508
-4.47	1.74193
-4.46	1.72884
-4.45	1.71582
-4.44	1.70287
-4.43	1.68999
-4.42	1.67718
-4.41	1.66443
-4.4	1.65175
-4.39	1.63914
-4.38	1.6266
-4.37	1.61412
-4.36	1.60171
-4.35	1.58937
-4.34	1.5771
-4.33	1.56489
-4.32	1.55275
-4.31	1.54068
-4.3	1.52868
-4.29	1.51675
-4.28	1.50488
-4.27	1.49308
-4.26	1.48135
-4.25	1.46968
-4.24	1.45809
-4.23	1.44656
-4.22	1.4351
-4.21	1.4237
-4.2	1.41238
-4.19	1.40112
-4.18	1.38993
-4.17	1.37881
-4.16	1.36775
-4.15	1.35676
-4.14	1.34584
-4.13	1.33499
-4.12	1.32421
-4.11	1.31349
-4.1	1.30284
-4.09	1.29226
-4.08	1.28175
-4.07	1.2713
-4.06	1.26092
-4.05	1.25061
-4.04	1.24037
-4.03	1.23019
-4.02	1.22008
-4.01	1.21004
