1	-2122.95923856256	-13.644516881752	10.360239344445	0.628835360348858
2	-1037.23212887045	-10.9530503161492	7.66877277884222	1.35763438784097
3	-419.205315564356	-8.38180053275238	5.09752299544543	1.02537229732745
4	-180.422816327562	-6.6377312567325	3.35345371942555	1.19202839396237
5	-73.9992130606969	-5.31992156944118	2.03564403213423	1.1981229327454
6	-29.3995543744629	-4.40361281057695	1.11933527327	1.29700748736471
7	-10.5817823405733	-3.79959318411419	0.515315646807241	1.38742700506673
8	-3.09730231728959	-3.45993532211265	0.175657784805701	1.49633372272304
9	-0.579074266939768	-3.31937471138349	0.0350971740765358	1.5756980195935
10	-0.0450746901442738	-3.28705236765958	0.00277483035262627	1.61124554415726
11	-0.000754586837253157	-3.28432405158705	4.65142801027163e-05	1.61759754065846
12	-1.01253992212946e-06	-3.28427759972339	6.24164431251018e-08	1.6177941367567
13	-2.27977636768628e-11	-3.28427753730836	1.4077627952247e-12	0.603018772083633
14	0	-3.28427753730695	2.22044604925031e-15	0
15	0	-3.28427753730695	2.22044604925031e-15	nan
16	-nan	-nan	nan	nan
17	-nan	-nan	nan	nan
18	-nan	-nan	nan	nan
19	-nan	-nan	nan	nan
20	-nan	-nan	nan	nan
